Application mode,Course,Daytime/evening attendance	,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Tuition fees up to date,Gender,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP
39,9500,1,110.0,37,37,9,6,114.3,1,0,41,7,0,0,0.0,8,0,0,0.0,10.8,1.4,1.74
1,9238,1,138.0,1,19,4,7,123.0,0,0,18,6,9,5,11.4,6,14,2,13.5,8.9,1.4,3.51
1,8014,0,110.0,37,1,9,10,108.7,1,0,43,6,6,6,13.0,6,6,6,12.5,9.4,-0.8,-3.12
1,9773,1,116.0,1,19,4,7,127.6,1,0,19,6,7,6,13.857142857142858,6,7,6,13.142857142857142,13.9,-0.3,0.79
17,9500,1,133.0,3,19,2,5,130.8,1,0,19,8,8,8,13.427499999999998,8,8,8,13.427499999999998,9.4,-0.8,-3.12
39,9254,1,120.0,1,19,9,9,148.3,1,1,47,11,11,11,14.727272727272728,9,9,9,15.77777777777778,10.8,1.4,1.74
39,9556,1,133.1,38,37,7,7,99.5,0,0,37,7,13,1,16.0,7,12,0,0.0,8.9,1.4,3.51
39,9991,0,133.1,37,34,90,90,118.1,1,0,39,5,9,0,0.0,5,5,2,12.5,7.6,2.6,0.32
39,8014,0,120.0,37,1,7,4,95.0,1,0,24,6,8,5,11.4,6,8,5,11.8,15.5,2.8,-4.06
44,8014,0,160.0,37,37,7,7,156.1,1,0,21,6,6,6,14.666666666666666,6,6,6,14.166666666666666,13.9,-0.3,0.79
1,9147,1,151.0,37,1,4,10,138.4,1,0,18,5,6,4,11.25,5,8,5,11.0,10.8,1.4,1.74
17,9773,1,143.0,1,1,7,7,136.7,1,0,18,6,6,6,12.5,6,6,6,13.833333333333334,8.9,1.4,3.51
16,9070,1,133.0,1,3,4,2,122.5,1,0,18,6,11,1,11.0,6,11,4,11.0,7.6,2.6,0.32
7,9500,1,130.0,37,37,9,5,130.0,1,0,36,7,7,0,0.0,7,7,0,0.0,16.2,0.3,-0.92
39,9991,0,120.0,37,37,9,9,110.0,1,0,37,5,14,2,10.0,5,7,3,11.333333333333334,12.7,3.7,-1.7
42,9119,1,120.0,1,1,5,7,108.6,0,1,34,7,13,5,12.0,7,7,3,11.0,15.5,2.8,-4.06
17,9773,1,144.0,19,19,4,4,130.7,1,0,20,6,9,6,11.666666666666666,6,8,5,11.6,7.6,2.6,0.32
17,171,1,114.0,19,38,9,7,129.1,1,1,23,0,0,0,0.0,0,0,0,0.0,9.4,-0.8,-3.12
17,9147,1,137.0,1,37,5,9,131.4,1,1,22,5,8,2,10.0,5,7,1,10.0,7.6,2.6,0.32
39,9003,1,160.0,1,38,5,6,168.6,1,1,26,6,9,0,0.0,6,6,0,0.0,13.9,-0.3,0.79
1,9500,1,137.0,19,38,7,7,126.5,1,0,19,8,8,8,13.57625,8,8,8,13.57625,9.4,-0.8,-3.12
17,9254,1,140.0,3,3,2,2,124.3,0,1,18,6,9,5,11.2,6,14,2,10.0,9.4,-0.8,-3.12
1,9147,1,137.0,1,19,4,5,136.3,1,0,18,5,9,4,11.25,5,6,4,11.0,8.9,1.4,3.51
17,9254,1,113.0,1,2,5,3,106.7,1,1,19,6,14,2,10.0,6,6,0,0.0,13.9,-0.3,0.79
1,9500,1,157.0,19,38,5,3,149.3,1,0,18,8,8,8,14.035,8,8,8,14.035,9.4,-0.8,-3.12
51,9773,1,158.0,1,19,8,8,117.1,1,1,20,7,7,6,13.833333333333334,6,7,5,13.0,8.9,1.4,3.51
1,9773,1,126.0,3,3,2,2,121.1,1,0,18,6,6,4,12.75,5,5,0,0.0,12.7,3.7,-1.7
18,9254,1,137.0,19,19,4,5,126.9,1,1,20,6,7,6,13.857142857142858,6,7,5,12.8,16.2,0.3,-0.92
1,9238,1,136.0,19,19,4,7,121.7,1,0,21,6,9,5,12.333333333333334,6,7,5,11.8,13.9,-0.3,0.79
18,9773,1,128.0,19,1,9,9,122.1,1,1,19,6,9,4,12.5,6,6,6,11.333333333333334,10.8,1.4,1.74
1,9070,1,161.0,38,37,5,5,154.4,1,0,18,6,6,6,14.166666666666666,6,6,6,14.0,16.2,0.3,-0.92
17,9085,1,132.0,38,38,4,9,119.1,1,0,20,6,8,6,13.285714285714286,6,16,6,11.8,12.4,0.5,1.79
1,9853,1,127.0,37,19,9,8,137.5,1,0,21,6,7,6,13.428571428571429,6,8,6,13.142857142857142,7.6,2.6,0.32
1,9070,1,128.0,19,19,3,3,123.5,0,1,19,6,9,4,12.5,6,6,0,0.0,9.4,-0.8,-3.12
39,9254,1,133.1,19,19,9,5,123.5,1,1,39,6,6,6,13.5,6,6,6,13.333333333333334,12.4,0.5,1.79
17,9147,1,133.0,19,1,9,3,120.1,1,0,18,5,15,2,10.0,5,14,2,12.0,13.9,-0.3,0.79
1,9500,1,129.0,1,1,9,9,120.0,1,1,20,8,8,7,15.028571428571428,8,8,7,15.028571428571428,12.7,3.7,-1.7
1,8014,0,107.0,19,11,0,0,103.5,1,0,22,6,7,5,13.4,6,9,5,12.2,7.6,2.6,0.32
1,9853,1,120.0,19,37,5,7,115.1,1,0,18,6,11,4,12.0,6,8,4,10.75,15.5,2.8,-4.06
17,9773,1,161.0,1,19,4,7,148.4,1,0,19,6,6,6,13.833333333333334,6,7,6,14.428571428571429,15.5,2.8,-4.06
51,9238,1,140.0,38,38,5,7,129.1,1,0,20,11,11,11,12.818181818181818,11,11,11,13.545454545454543,12.4,0.5,1.79
1,9254,1,135.0,38,37,9,7,139.2,1,1,19,6,6,6,13.0,6,6,6,13.166666666666666,12.4,0.5,1.79
17,9238,1,138.0,3,3,1,2,123.0,1,0,19,6,11,5,10.8,6,12,5,11.333333333333334,15.5,2.8,-4.06
39,9991,0,133.1,37,37,90,8,128.2,1,0,33,5,0,0,0.0,5,0,0,0.0,12.7,3.7,-1.7
39,9003,1,133.1,37,19,9,10,120.0,1,1,58,6,9,0,0.0,6,6,0,0.0,13.9,-0.3,0.79
17,9147,1,137.0,1,1,4,7,124.4,1,0,18,5,5,5,12.6,5,5,4,11.0,11.1,0.6,2.02
1,9238,1,132.0,37,37,9,7,129.9,1,0,20,6,7,5,13.2,6,6,6,12.666666666666666,10.8,1.4,1.74
17,9853,1,145.0,38,19,4,9,127.9,1,0,19,6,0,0,0.0,6,0,0,0.0,10.8,1.4,1.74
1,9070,1,125.0,1,38,9,7,118.0,1,0,18,6,6,6,14.333333333333334,6,7,6,14.0,11.1,0.6,2.02
16,9085,1,136.0,37,37,9,9,123.4,1,0,19,5,8,5,13.166666666666666,5,5,5,12.8,9.4,-0.8,-3.12
17,9500,1,144.0,1,37,9,9,126.5,1,0,20,8,8,7,13.487142857142857,8,8,7,13.487142857142857,10.8,1.4,1.74
44,9003,1,140.0,1,38,1,9,140.0,1,1,25,6,16,3,11.25,6,14,4,11.2,15.5,2.8,-4.06
1,9238,1,133.0,1,19,9,9,132.0,1,1,20,6,11,5,11.142857142857142,6,9,6,11.571428571428571,16.2,0.3,-0.92
39,9853,1,133.1,38,19,9,9,108.0,0,0,33,7,7,7,12.857142857142858,7,8,6,12.666666666666666,8.9,1.4,3.51
1,9130,1,133.1,1,1,3,9,138.0,1,0,20,6,11,6,13.333333333333334,6,10,6,13.0,16.2,0.3,-0.92
39,8014,0,133.1,3,19,4,7,119.0,1,1,39,9,10,9,13.22222222222222,7,8,7,13.142857142857142,8.9,1.4,3.51
1,9670,1,116.0,38,19,0,2,116.7,1,1,21,5,8,0,0.0,5,5,0,0.0,9.4,-0.8,-3.12
43,9500,1,131.0,1,38,5,5,118.8,1,0,18,8,8,7,11.857142857142858,8,8,7,11.857142857142858,12.7,3.7,-1.7
39,9500,1,110.0,38,38,9,9,110.0,0,0,37,8,8,0,0.0,8,8,0,0.0,12.7,3.7,-1.7
17,9085,1,113.0,19,37,9,9,118.6,1,0,21,6,6,6,14.5,6,8,6,14.666666666666666,8.9,1.4,3.51
17,9238,1,115.0,19,38,5,5,115.0,1,0,19,6,6,6,12.0,6,7,6,12.857142857142858,11.1,0.6,2.02
17,9853,1,135.0,3,3,2,2,132.9,0,0,29,6,9,6,16.333333333333332,6,8,5,15.6,12.7,3.7,-1.7
1,9147,1,133.1,34,34,0,0,131.8,1,0,24,15,17,14,11.357142857142858,14,15,13,12.846153846153848,7.6,2.6,0.32
1,171,1,140.0,19,19,1,1,129.5,1,1,20,0,0,0,0.0,0,0,0,0.0,10.8,1.4,1.74
1,9500,1,97.0,1,19,2,7,98.1,1,0,21,7,7,7,12.835714285714284,8,8,8,14.23125,11.1,0.6,2.02
1,9085,1,145.0,38,37,3,9,138.4,0,0,18,6,7,6,14.833333333333334,6,8,6,12.5,8.9,1.4,3.51
1,9254,1,158.0,19,39,4,8,153.5,1,0,20,6,7,6,14.833333333333334,6,6,6,16.0,11.1,0.6,2.02
7,9500,1,130.0,37,37,90,90,130.0,1,1,30,8,8,0,0.0,8,8,0,0.0,9.4,-0.8,-3.12
17,9670,1,123.0,38,38,7,8,118.8,1,0,18,6,10,5,12.0,6,11,5,12.333333333333334,11.1,0.6,2.02
7,8014,0,120.0,2,3,2,2,120.0,1,0,18,16,24,13,13.846153846153848,11,15,9,12.555555555555555,15.5,2.8,-4.06
17,9119,1,138.0,1,3,1,4,127.5,1,1,19,5,6,5,14.6,5,5,5,15.2,8.9,1.4,3.51
39,9991,0,162.0,37,37,9,6,132.0,1,1,25,5,8,4,11.0,5,7,4,12.0,7.6,2.6,0.32
1,9500,1,144.0,19,19,9,9,130.5,1,0,18,8,12,7,11.971428571428572,8,12,7,11.971428571428572,12.7,3.7,-1.7
39,8014,0,120.0,37,37,9,6,117.0,1,1,33,6,8,6,12.0,6,6,6,11.666666666666666,10.8,1.4,1.74
42,9119,1,144.0,34,34,0,0,119.5,1,1,18,5,6,1,10.0,5,7,1,12.0,10.8,1.4,1.74
1,9853,1,143.0,19,3,4,4,147.2,1,0,18,7,7,7,15.714285714285714,7,7,7,15.0,11.1,0.6,2.02
1,9147,1,126.0,3,19,3,3,115.2,1,1,19,5,6,5,12.6,5,13,5,11.8,16.2,0.3,-0.92
39,9500,1,130.0,1,1,4,9,150.0,1,1,24,8,8,7,12.742857142857144,8,8,7,12.742857142857144,12.7,3.7,-1.7
1,9085,1,138.0,3,1,1,4,123.3,1,0,19,6,7,6,14.857142857142858,6,10,6,13.11111111111111,12.4,0.5,1.79
39,9003,1,133.1,37,37,9,9,110.0,1,1,49,12,17,7,12.0,12,19,9,11.22222222222222,15.5,2.8,-4.06
39,9991,0,133.1,37,37,5,5,138.7,1,0,31,5,7,3,10.333333333333334,5,6,3,12.0,10.8,1.4,1.74
43,9500,1,127.0,19,19,4,7,121.1,1,0,18,7,11,5,12.16,7,7,2,13.4,16.2,0.3,-0.92
17,9500,1,148.0,1,19,3,3,131.7,1,0,19,7,8,5,14.0,7,7,0,0.0,13.9,-0.3,0.79
1,9500,1,130.0,38,19,5,6,125.1,1,0,18,7,11,7,13.37,8,13,7,12.833333333333334,15.5,2.8,-4.06
39,9147,1,140.0,37,37,9,9,127.7,1,0,31,5,8,3,11.0,5,9,2,11.5,7.6,2.6,0.32
39,9085,1,140.0,37,19,191,163,129.3,1,0,28,6,17,0,0.0,6,6,0,0.0,8.9,1.4,3.51
1,9238,1,133.1,19,19,9,9,106.0,1,0,20,6,7,6,12.571428571428571,6,7,6,13.285714285714286,12.4,0.5,1.79
1,9500,1,133.0,37,37,9,7,121.8,1,1,18,8,8,8,12.93875,8,8,8,12.93875,9.4,-0.8,-3.12
1,9085,1,154.0,38,37,4,4,141.4,1,0,19,6,8,6,15.0,6,9,6,14.857142857142858,11.1,0.6,2.02
17,9500,1,143.0,38,1,9,5,133.8,1,0,18,7,7,6,13.033333333333331,7,7,6,13.033333333333331,7.6,2.6,0.32
1,9500,1,126.0,19,19,7,9,121.3,1,0,18,7,9,6,13.533333333333331,7,7,7,12.228571428571428,12.4,0.5,1.79
1,9500,1,135.0,37,1,7,7,132.8,1,0,18,8,12,7,11.721428571428572,8,12,7,11.721428571428572,12.7,3.7,-1.7
39,9991,0,133.1,37,37,6,3,140.0,1,1,37,5,10,4,10.75,5,12,3,13.333333333333334,9.4,-0.8,-3.12
43,9773,1,128.0,19,38,9,7,124.2,1,1,22,6,17,3,11.333333333333334,6,14,3,12.333333333333334,15.5,2.8,-4.06
17,9085,1,142.0,3,37,4,8,132.4,1,0,18,6,8,6,13.857142857142858,6,15,6,13.1,12.4,0.5,1.79
43,9085,1,160.0,37,37,9,7,120.0,1,1,21,5,11,0,0.0,5,11,3,11.666666666666666,9.4,-0.8,-3.12
44,9238,1,130.0,1,19,4,5,127.4,0,1,27,6,8,5,11.6,6,9,5,12.0,13.9,-0.3,0.79
1,9238,1,133.1,12,38,4,9,107.0,1,0,19,6,11,5,10.6,6,10,6,11.714285714285714,11.1,0.6,2.02
39,9070,1,130.0,1,1,5,3,112.0,1,1,24,6,6,6,15.0,6,6,2,16.0,15.5,2.8,-4.06
42,9085,1,150.0,1,1,4,7,150.0,1,0,26,18,45,18,11.833333333333334,13,27,13,12.461538461538462,15.5,2.8,-4.06
1,9500,1,148.0,19,19,4,5,137.0,1,0,18,8,8,8,14.25,8,8,8,14.25,9.4,-0.8,-3.12
39,8014,0,130.0,34,34,99,99,114.8,1,0,44,6,9,6,11.166666666666666,6,15,2,11.0,7.6,2.6,0.32
17,9853,1,108.0,19,1,5,5,107.3,1,0,20,6,0,0,0.0,6,0,0,0.0,15.5,2.8,-4.06
1,9670,1,124.0,2,2,3,3,124.7,1,1,21,5,7,3,11.0,5,5,4,12.75,7.6,2.6,0.32
1,9238,1,141.0,37,38,9,10,138.9,1,0,18,6,9,6,13.714285714285714,6,6,6,14.166666666666666,13.9,-0.3,0.79
17,9670,1,132.0,1,19,5,3,124.0,1,1,21,5,7,3,12.333333333333334,5,5,4,11.25,7.6,2.6,0.32
17,9254,1,115.0,37,19,5,5,109.8,1,0,19,6,8,4,11.25,6,8,4,12.0,10.8,1.4,1.74
44,9003,1,160.0,37,37,9,9,160.0,1,1,22,6,8,6,13.125,6,10,6,13.0,16.2,0.3,-0.92
39,9500,1,133.1,1,5,4,3,100.0,1,0,24,8,11,7,12.614285714285714,8,11,7,12.614285714285714,12.7,3.7,-1.7
17,9500,1,131.0,2,38,4,5,132.3,1,0,19,7,7,6,11.683333333333332,7,7,6,11.683333333333332,7.6,2.6,0.32
1,9670,1,146.0,1,1,9,8,149.5,1,1,17,6,8,6,14.875,6,8,6,13.428571428571429,11.1,0.6,2.02
1,9147,1,127.0,1,19,1,6,120.0,1,1,19,5,6,5,12.6,5,8,3,12.666666666666666,8.9,1.4,3.51
39,9991,0,120.0,19,19,9,3,113.9,1,0,39,5,8,5,11.0,5,5,5,11.6,7.6,2.6,0.32
1,9773,1,125.0,19,19,9,7,129.6,1,1,18,6,6,6,12.833333333333334,6,8,6,12.833333333333334,12.4,0.5,1.79
39,9003,1,140.0,37,37,9,4,140.0,1,1,35,6,16,4,12.0,6,11,3,10.333333333333334,13.9,-0.3,0.79
1,9500,1,143.0,3,3,2,2,129.0,1,1,18,8,8,7,13.105714285714283,8,8,7,13.105714285714283,10.8,1.4,1.74
39,9500,1,133.1,1,1,4,10,100.8,1,1,24,7,18,0,0.0,7,7,0,0.0,13.9,-0.3,0.79
44,9003,1,170.0,19,19,9,7,170.0,1,1,21,6,7,6,15.285714285714286,6,6,6,15.166666666666666,12.4,0.5,1.79
7,9147,1,130.0,38,38,1,9,130.0,1,0,27,5,9,3,12.0,5,11,4,13.625,10.8,1.4,1.74
39,9670,1,150.0,34,34,0,0,108.0,1,0,25,5,6,1,11.0,5,5,0,0.0,7.6,2.6,0.32
1,9500,1,118.0,3,1,5,10,113.5,1,0,20,7,7,7,14.30714285714286,8,8,8,15.0125,12.4,0.5,1.79
39,9254,1,130.0,37,37,9,9,126.5,1,1,26,6,7,6,12.428571428571429,6,6,6,12.833333333333334,7.6,2.6,0.32
1,9500,1,149.0,19,1,9,9,137.8,1,1,18,8,8,7,13.0,8,8,7,13.0,12.7,3.7,-1.7
17,9119,1,115.0,3,1,3,3,116.1,0,1,18,5,8,5,12.5,5,7,5,13.571428571428571,12.4,0.5,1.79
17,9147,1,131.0,1,19,4,5,120.2,1,0,21,5,10,4,11.75,5,6,5,11.6,12.4,0.5,1.79
17,9085,1,125.0,1,38,4,9,118.4,1,0,21,5,13,3,11.333333333333334,5,12,2,10.5,9.4,-0.8,-3.12
1,9147,1,118.0,1,2,10,10,117.3,1,0,19,5,9,4,12.25,5,10,4,12.0,8.9,1.4,3.51
17,9147,1,125.0,3,38,2,10,118.7,1,0,18,5,16,4,10.666666666666666,5,11,2,12.0,13.9,-0.3,0.79
18,9147,1,121.0,19,3,5,5,115.8,1,0,19,5,7,5,11.6,5,5,5,11.6,12.4,0.5,1.79
1,9500,1,130.0,1,19,4,4,122.3,1,0,19,7,7,6,14.35,7,7,6,14.35,7.6,2.6,0.32
1,9070,1,121.0,4,1,2,3,120.7,1,0,18,6,8,4,10.75,6,9,0,0.0,9.4,-0.8,-3.12
1,9119,1,128.0,38,38,9,7,124.5,1,1,19,5,10,3,10.666666666666666,5,9,2,14.0,7.6,2.6,0.32
17,9500,1,128.0,38,38,7,7,131.5,1,0,18,8,8,8,12.77125,8,8,8,12.77125,9.4,-0.8,-3.12
17,171,1,142.0,3,1,2,6,139.4,1,0,18,0,0,0,0.0,0,0,0,0.0,15.5,2.8,-4.06
1,9070,1,136.0,3,3,9,9,136.0,0,0,19,6,6,6,11.833333333333334,6,8,6,12.875,10.8,1.4,1.74
17,9119,1,129.0,37,13,4,90,117.1,1,1,19,5,10,0,0.0,5,5,0,0.0,7.6,2.6,0.32
39,9147,1,133.1,1,1,9,4,140.0,0,1,24,5,5,0,0.0,5,5,0,0.0,12.7,3.7,-1.7
17,9670,1,141.0,19,37,5,8,130.2,1,1,18,6,6,6,13.5,6,0,0,0.0,12.7,3.7,-1.7
1,9773,1,125.0,37,3,5,2,126.1,1,1,22,6,10,5,13.4,6,12,3,10.666666666666666,9.4,-0.8,-3.12
1,9238,1,143.0,19,1,9,9,144.4,1,0,20,6,7,6,13.5,6,6,6,13.0,10.8,1.4,1.74
17,9085,1,138.0,1,19,4,9,142.2,1,0,18,5,7,5,13.8,5,5,5,12.6,10.8,1.4,1.74
1,9238,1,123.0,38,1,4,10,129.0,1,0,19,6,8,6,11.666666666666666,6,6,6,12.333333333333334,10.8,1.4,1.74
17,9147,1,129.0,38,37,3,5,132.9,1,0,19,5,5,3,11.666666666666666,5,10,4,10.8,9.4,-0.8,-3.12
44,8014,0,120.0,19,37,7,6,121.8,1,0,22,6,6,6,12.5,6,7,6,13.285714285714286,12.4,0.5,1.79
39,9500,1,133.1,38,38,7,8,170.0,1,1,36,7,9,6,12.783333333333331,8,11,0,0.0,16.2,0.3,-0.92
39,9070,1,160.0,3,1,2,5,126.5,1,0,30,6,8,6,13.0,6,9,5,12.857142857142858,13.9,-0.3,0.79
39,8014,0,140.0,37,37,5,6,128.5,1,0,38,6,6,5,12.4,6,7,6,12.666666666666666,9.4,-0.8,-3.12
17,9085,1,130.0,19,19,90,7,115.8,0,0,18,6,0,0,0.0,6,0,0,0.0,12.7,3.7,-1.7
16,9147,1,129.0,19,19,4,9,127.6,1,1,19,5,8,5,11.6,5,9,3,11.0,10.8,1.4,1.74
17,9254,1,132.0,38,38,9,8,122.6,1,0,20,6,6,6,13.166666666666666,6,6,6,14.0,13.9,-0.3,0.79
17,9556,1,140.0,3,3,1,7,131.6,1,1,19,7,0,0,0.0,7,0,0,0.0,11.1,0.6,2.02
42,9853,1,120.0,1,37,5,5,113.9,1,0,21,6,8,4,12.25,6,13,3,10.333333333333334,12.7,3.7,-1.7
17,8014,0,100.0,19,19,90,90,107.0,1,0,38,5,12,1,10.0,5,10,0,0.0,10.8,1.4,1.74
17,9500,1,130.0,19,1,9,7,130.4,1,0,19,7,7,7,13.894285714285711,8,8,8,14.3625,11.1,0.6,2.02
18,9853,1,128.0,38,37,5,9,116.8,0,1,19,6,10,4,12.0,6,12,0,0.0,10.8,1.4,1.74
1,9670,1,133.1,1,1,9,1,103.0,1,0,20,6,8,4,11.75,6,10,6,12.666666666666666,10.8,1.4,1.74
18,9130,1,135.0,38,19,9,5,121.7,1,0,18,5,7,4,11.5,5,5,5,12.4,10.8,1.4,1.74
18,9500,1,137.0,19,1,1,10,129.3,1,0,19,7,0,0,0.0,8,0,0,0.0,9.4,-0.8,-3.12
43,9991,0,133.1,37,37,9,7,113.5,1,0,32,10,12,7,11.142857142857142,10,10,8,12.0,10.8,1.4,1.74
39,9991,0,120.0,19,38,5,5,152.4,1,1,27,5,5,5,15.2,5,6,5,14.166666666666666,10.8,1.4,1.74
39,9556,1,133.1,3,1,2,4,136.1,1,1,26,7,7,2,11.75,5,10,0,0.0,12.4,0.5,1.79
1,9670,1,130.0,38,37,5,5,123.4,1,0,21,5,5,4,11.75,5,5,3,13.333333333333334,9.4,-0.8,-3.12
39,9147,1,143.0,19,5,4,1,100.0,1,1,24,5,8,3,10.666666666666666,5,5,1,14.0,9.4,-0.8,-3.12
1,9147,1,133.1,37,1,9,10,100.0,1,0,21,5,12,3,12.0,5,12,1,15.0,16.2,0.3,-0.92
1,9254,1,132.0,1,19,6,6,124.7,1,1,21,6,9,6,12.0,6,8,5,11.6,13.9,-0.3,0.79
44,9003,1,150.0,38,37,9,9,150.0,1,1,20,6,8,6,13.125,6,10,6,13.2,16.2,0.3,-0.92
1,9238,1,150.0,19,37,5,4,142.7,1,0,18,6,6,6,14.666666666666666,6,6,6,15.166666666666666,9.4,-0.8,-3.12
17,9254,1,123.0,38,37,9,7,120.6,0,0,19,6,9,3,11.666666666666666,6,15,1,10.0,10.8,1.4,1.74
39,9556,1,120.0,38,38,191,193,120.0,1,0,24,7,13,7,11.0,8,13,7,11.7,12.7,3.7,-1.7
43,9070,1,150.0,2,3,3,2,140.8,1,0,19,6,6,5,12.4,6,8,6,12.75,10.8,1.4,1.74
39,9500,1,120.0,37,37,9,9,100.0,1,1,34,7,15,6,11.333333333333334,7,16,4,12.6,16.2,0.3,-0.92
17,9500,1,131.0,3,19,5,5,127.2,1,0,19,7,7,7,13.801428571428572,8,8,8,14.575,11.1,0.6,2.02
39,9003,1,120.0,37,37,9,9,125.7,0,0,43,6,10,4,12.25,6,13,4,10.5,8.9,1.4,3.51
7,8014,0,130.0,19,1,5,10,130.0,0,0,23,12,12,11,14.0,10,11,8,14.625,13.9,-0.3,0.79
17,9238,1,125.0,19,38,3,7,114.9,1,0,19,6,13,6,11.5,6,9,5,12.2,11.1,0.6,2.02
17,171,1,137.0,1,1,4,1,143.3,1,0,18,0,0,0,0.0,0,0,0,0.0,9.4,-0.8,-3.12
39,8014,0,130.0,37,11,9,10,131.5,1,0,27,6,8,5,11.0,6,7,6,11.166666666666666,11.1,0.6,2.02
17,9853,1,160.0,19,38,5,7,139.0,1,0,18,6,8,5,12.2,6,13,0,0.0,9.4,-0.8,-3.12
43,9773,1,132.0,19,19,0,0,127.1,1,1,23,6,9,6,12.333333333333334,6,11,5,13.0,7.6,2.6,0.32
1,9670,1,157.0,19,38,9,7,146.2,1,0,20,6,8,6,15.25,6,7,6,14.714285714285714,11.1,0.6,2.02
1,9773,1,125.0,3,19,2,3,125.7,1,0,19,6,6,6,13.0,6,7,6,11.666666666666666,8.9,1.4,3.51
44,9085,1,150.0,38,38,4,1,150.0,1,1,20,6,11,6,13.8,6,7,6,13.142857142857142,16.2,0.3,-0.92
44,9130,1,110.0,3,4,2,2,110.0,1,1,20,6,15,4,10.75,6,12,2,10.5,13.9,-0.3,0.79
39,9991,0,110.0,37,37,9,3,127.1,1,0,34,5,9,4,11.0,5,10,4,10.75,7.6,2.6,0.32
17,9500,1,137.0,1,1,5,5,132.6,1,0,18,7,7,7,13.857142857142858,8,8,8,14.9,13.9,-0.3,0.79
39,8014,0,120.0,38,38,9,9,148.5,1,0,31,6,6,6,14.0,6,6,6,12.333333333333334,10.8,1.4,1.74
39,9147,1,120.0,37,37,5,5,124.6,1,0,36,5,8,3,11.0,5,12,4,13.375,10.8,1.4,1.74
43,9500,1,137.0,38,19,9,5,129.3,1,0,19,8,12,7,12.071428571428571,8,12,7,12.071428571428571,12.7,3.7,-1.7
39,9085,1,128.0,19,1,9,10,157.4,1,0,26,6,7,6,16.5,6,8,6,14.285714285714286,8.9,1.4,3.51
16,9500,1,127.0,2,38,4,9,119.0,1,0,19,8,12,7,12.599999999999998,8,12,7,12.599999999999998,10.8,1.4,1.74
1,9238,1,135.0,1,12,9,10,121.0,1,0,19,6,7,6,11.333333333333334,6,6,6,11.5,12.4,0.5,1.79
1,9500,1,140.0,1,1,2,7,131.0,1,0,18,8,8,8,13.88125,8,8,8,13.88125,9.4,-0.8,-3.12
42,9500,1,100.0,19,19,9,9,100.0,1,1,24,8,16,2,10.25,8,16,2,10.25,12.7,3.7,-1.7
1,9500,1,133.0,3,3,1,1,126.2,1,0,19,7,9,7,13.761111111111113,8,11,7,12.82375,15.5,2.8,-4.06
42,9500,1,141.0,37,1,9,4,145.0,1,0,21,21,33,18,14.933333333333334,21,33,18,14.933333333333334,7.6,2.6,0.32
1,9238,1,145.0,19,1,6,5,127.9,1,0,19,6,7,6,13.714285714285714,6,6,6,13.166666666666666,12.7,3.7,-1.7
43,9773,1,119.0,19,37,5,5,105.0,1,0,23,6,11,3,11.333333333333334,6,7,2,11.0,16.2,0.3,-0.92
39,9670,1,140.0,2,1,3,9,170.0,0,1,53,6,11,3,14.333333333333334,6,6,0,0.0,12.7,3.7,-1.7
17,9500,1,140.0,3,2,3,3,126.4,1,0,18,7,7,7,13.884285714285712,8,9,8,14.75,11.1,0.6,2.02
51,33,1,121.0,19,37,5,7,118.6,1,0,26,21,23,20,13.181818181818182,14,18,14,11.642857142857142,8.9,1.4,3.51
1,9238,1,130.0,38,19,9,5,121.6,1,0,18,6,6,6,12.833333333333334,6,6,6,12.0,12.4,0.5,1.79
17,9147,1,120.0,19,19,4,7,115.5,1,1,18,5,8,3,10.333333333333334,5,11,3,10.857142857142858,10.8,1.4,1.74
1,171,1,147.0,1,12,4,4,148.4,1,1,20,14,15,12,10.923076923076923,13,14,11,12.181818181818182,11.1,0.6,2.02
51,8014,0,120.0,1,1,4,4,128.5,0,1,26,8,13,4,10.5,10,16,7,10.428571428571429,12.4,0.5,1.79
1,9500,1,147.0,1,1,4,9,124.5,1,0,19,8,11,7,12.86,8,11,7,12.86,10.8,1.4,1.74
1,9556,1,118.0,19,38,9,9,116.3,1,0,20,7,10,7,11.88888888888889,8,10,8,11.95625,12.7,3.7,-1.7
1,9500,1,132.0,19,19,9,7,128.0,1,1,19,8,8,7,14.935714285714283,8,8,7,14.935714285714283,10.8,1.4,1.74
1,9238,1,123.0,37,37,9,9,115.0,1,0,19,6,10,4,10.25,6,8,6,10.714285714285714,11.1,0.6,2.02
39,9991,0,133.1,19,37,9,7,111.4,1,1,27,5,7,1,11.0,5,7,0,0.0,13.9,-0.3,0.79
51,9238,1,121.0,3,19,3,10,111.9,1,0,20,11,12,11,11.727272727272728,11,14,11,12.0,12.4,0.5,1.79
39,9670,1,133.1,6,22,3,3,120.0,0,1,26,5,5,0,0.0,5,5,0,0.0,9.4,-0.8,-3.12
17,9500,1,131.0,1,19,4,3,125.4,1,0,19,7,13,5,12.5,8,14,7,12.166666666666666,15.5,2.8,-4.06
